ability,trait,value,table_name
Lexical Knowledge,Routine seeking,-0.6,argeeableness
Lexical Knowledge,Cold efficiency,-0.6855654600401044,argeeableness
Lexical Knowledge,Judging-Perceiving,-0.2645751311064591,argeeableness
Lexical Knowledge,Self control,,argeeableness
Lexical Knowledge,Type A,-0.3872983346207417,argeeableness
Lexical Knowledge,Achievement via Independence,,argeeableness
Lexical Knowledge,Rugged individualism,,argeeableness
Listening Ability,Agreeableness,-0.2449489742783178,argeeableness
Listening Ability,Compassion,-0.0,argeeableness
Listening Ability,Politeness,-0.0,argeeableness
Listening Ability,Tender Mindedness,-0.0,argeeableness
Listening Ability,Nurturance,-0.0,argeeableness
Listening Ability,Cooperation,-0.0,argeeableness
Listening Ability,Lack of aggression,-0.0,argeeableness
Listening Ability,Modesty,-0.0,argeeableness
Listening Ability,Non manipulative,-0.0,argeeableness
Listening Ability,Warmth,-0.0,argeeableness
Listening Ability,Interpersonal sensitivity,,argeeableness
Listening Ability,Customer service,-0.0,argeeableness
Listening Ability,Trust,-0.0,argeeableness
Listening Ability,Machiavellianism,-0.0,argeeableness
Listening Ability,Self monitoring,-0.0,argeeableness
Listening Ability,Conscientiousness,,argeeableness
Listening Ability,Industriousness,,argeeableness
Listening Ability,Orderliness,-0.0,argeeableness
Listening Ability,Achievement,,argeeableness
Listening Ability,Persistence,-0.0,argeeableness
Listening Ability,Dependability,,argeeableness
Listening Ability,Cautiousness,,argeeableness
Listening Ability,Orderliness,-0.0,argeeableness
Listening Ability,Procrastination avoidness,-0.0,argeeableness
Listening Ability,Routine seeking,-0.0,argeeableness
Listening Ability,Cold efficiency,-0.0,argeeableness
Listening Ability,Judging-Perceiving,-0.34641016151377546,argeeableness
Listening Ability,Self control,-0.0,argeeableness
Listening Ability,Type A,-0.0,argeeableness
Listening Ability,Achievement via Independence,-0.0,argeeableness
Listening Ability,Rugged individualism,,argeeableness
Domain Specific Knowledge,Agreeableness,-0.22360679774997896,argeeableness
Domain Specific Knowledge,Compassion,,argeeableness
Domain Specific Knowledge,Politeness,,argeeableness
Domain Specific Knowledge,Tender Mindedness,-0.0,argeeableness
Domain Specific Knowledge,Nurturance,,argeeableness
Domain Specific Knowledge,Cooperation,-0.0,argeeableness
Domain Specific Knowledge,Lack of aggression,-0.0,argeeableness
Domain Specific Knowledge,Modesty,-0.0,argeeableness
Domain Specific Knowledge,Non manipulative,-0.0,argeeableness
Domain Specific Knowledge,Warmth,-0.33166247903553997,argeeableness
Domain Specific Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Domain Specific Knowledge,Customer service,-0.0,argeeableness
Domain Specific Knowledge,Trust,-0.0,argeeableness
Domain Specific Knowledge,Machiavellianism,-0.34641016151377546,argeeableness
Domain Specific Knowledge,Self monitoring,-0.0,argeeableness
Domain Specific Knowledge,Conscientiousness,,argeeableness
Domain Specific Knowledge,Industriousness,,argeeableness
Domain Specific Knowledge,Orderliness,,argeeableness
Domain Specific Knowledge,Achievement,,argeeableness
Domain Specific Knowledge,Persistence,-0.0,argeeableness
Domain Specific Knowledge,Dependability,,argeeableness
Domain Specific Knowledge,Cautiousness,-0.43588989435406733,argeeableness
Domain Specific Knowledge,Orderliness,,argeeableness
Domain Specific Knowledge,Procrastination avoidness,-0.0,argeeableness
Domain Specific Knowledge,Routine seeking,-0.0,argeeableness
Domain Specific Knowledge,Cold efficiency,-0.0,argeeableness
Domain Specific Knowledge,Judging-Perceiving,-0.0,argeeableness
Domain Specific Knowledge,Self control,-0.0,argeeableness
Domain Specific Knowledge,Type A,-0.0,argeeableness
Domain Specific Knowledge,Achievement via Independence,-0.0,argeeableness
Domain Specific Knowledge,Rugged individualism,-0.0,argeeableness
Foreign Language Proficiency,Agreeableness,,argeeableness
Foreign Language Proficiency,Compassion,-0.0,argeeableness
Foreign Language Proficiency,Politeness,-0.0,argeeableness
Foreign Language Proficiency,Tender Mindedness,-0.0,argeeableness
Foreign Language Proficiency,Nurturance,-0.0,argeeableness
Foreign Language Proficiency,Cooperation,-0.0,argeeableness
Foreign Language Proficiency,Lack of aggression,-0.0,argeeableness
Foreign Language Proficiency,Modesty,-0.47958315233127197,argeeableness
Foreign Language Proficiency,Non manipulative,-0.0,argeeableness
Foreign Language Proficiency,Warmth,,argeeableness
Foreign Language Proficiency,Interpersonal sensitivity,-0.0,argeeableness
Foreign Language Proficiency,Customer service,-0.0,argeeableness
Foreign Language Proficiency,Trust,-0.0,argeeableness
Foreign Language Proficiency,Machiavellianism,-0.0,argeeableness
Foreign Language Proficiency,Self monitoring,-0.0,argeeableness
Foreign Language Proficiency,Conscientiousness,,argeeableness
Foreign Language Proficiency,Industriousness,,argeeableness
Foreign Language Proficiency,Orderliness,,argeeableness
Foreign Language Proficiency,Achievement,,argeeableness
Foreign Language Proficiency,Persistence,-0.0,argeeableness
Foreign Language Proficiency,Dependability,,argeeableness
Foreign Language Proficiency,Cautiousness,,argeeableness
Foreign Language Proficiency,Orderliness,,argeeableness
Foreign Language Proficiency,Procrastination avoidness,-0.0,argeeableness
Foreign Language Proficiency,Routine seeking,-0.0,argeeableness
Foreign Language Proficiency,Cold efficiency,-0.0,argeeableness
Foreign Language Proficiency,Judging-Perceiving,-0.1414213562373095,argeeableness
Foreign Language Proficiency,Self control,-0.0,argeeableness
Foreign Language Proficiency,Type A,-0.0,argeeableness
Foreign Language Proficiency,Achievement via Independence,-0.0,argeeableness
Foreign Language Proficiency,Rugged individualism,-0.0,argeeableness
Arts and Humanities,Agreeableness,-0.458257569495584,argeeableness
Arts and Humanities,Compassion,,argeeableness
Arts and Humanities,Politeness,-0.0,argeeableness
Arts and Humanities,Tender Mindedness,-0.0,argeeableness
Arts and Humanities,Nurturance,-0.0,argeeableness
Arts and Humanities,Cooperation,-0.0,argeeableness
Arts and Humanities,Lack of aggression,-0.0,argeeableness
Arts and Humanities,Modesty,-0.0,argeeableness
Arts and Humanities,Non manipulative,-0.2,argeeableness
Arts and Humanities,Warmth,,argeeableness
Arts and Humanities,Interpersonal sensitivity,-0.0,argeeableness
Arts and Humanities,Customer service,-0.0,argeeableness
Arts and Humanities,Trust,-0.0,argeeableness
Arts and Humanities,Machiavellianism,-0.0,argeeableness
Arts and Humanities,Self monitoring,-0.0,argeeableness
Arts and Humanities,Conscientiousness,,argeeableness
Arts and Humanities,Industriousness,,argeeableness
Arts and Humanities,Orderliness,,argeeableness
Arts and Humanities,Achievement,-0.0,argeeableness
Arts and Humanities,Persistence,-0.0,argeeableness
Arts and Humanities,Dependability,-0.0,argeeableness
Arts and Humanities,Cautiousness,-0.5,argeeableness
Arts and Humanities,Orderliness,,argeeableness
Arts and Humanities,Procrastination avoidness,-0.0,argeeableness
Arts and Humanities,Routine seeking,-0.0,argeeableness
Arts and Humanities,Cold efficiency,-0.0,argeeableness
Arts and Humanities,Judging-Perceiving,-0.0,argeeableness
Arts and Humanities,Self control,-0.0,argeeableness
Arts and Humanities,Type A,-0.0,argeeableness
Arts and Humanities,Achievement via Independence,-0.0,argeeableness
Arts and Humanities,Rugged individualism,-0.0,argeeableness
Behavioral Content Knowledge,Agreeableness,,argeeableness
Behavioral Content Knowledge,Compassion,-0.0,argeeableness
Behavioral Content Knowledge,Politeness,,argeeableness
Behavioral Content Knowledge,Tender Mindedness,-0.0,argeeableness
Behavioral Content Knowledge,Nurturance,,argeeableness
Behavioral Content Knowledge,Cooperation,-0.0,argeeableness
Behavioral Content Knowledge,Lack of aggression,-0.0,argeeableness
Behavioral Content Knowledge,Modesty,-0.0,argeeableness
Behavioral Content Knowledge,Non manipulative,-0.0,argeeableness
Behavioral Content Knowledge,Warmth,-0.0,argeeableness
Behavioral Content Knowledge,Interpersonal sensitivity,,argeeableness
Behavioral Content Knowledge,Customer service,-0.0,argeeableness
Behavioral Content Knowledge,Trust,-0.0,argeeableness
Behavioral Content Knowledge,Machiavellianism,-0.0,argeeableness
Behavioral Content Knowledge,Self monitoring,-0.0,argeeableness
Behavioral Content Knowledge,Conscientiousness,,argeeableness
Behavioral Content Knowledge,Industriousness,-0.0,argeeableness
Behavioral Content Knowledge,Orderliness,,argeeableness
Behavioral Content Knowledge,Achievement,-0.22360679774997896,argeeableness
Behavioral Content Knowledge,Persistence,,argeeableness
Behavioral Content Knowledge,Dependability,-0.0,argeeableness
Behavioral Content Knowledge,Cautiousness,-0.0,argeeableness
Behavioral Content Knowledge,Orderliness,-0.0,argeeableness
Behavioral Content Knowledge,Procrastination avoidness,-0.0,argeeableness
Behavioral Content Knowledge,Routine seeking,-0.0,argeeableness
Behavioral Content Knowledge,Cold efficiency,-0.0,argeeableness
Behavioral Content Knowledge,Judging-Perceiving,-0.0,argeeableness
Behavioral Content Knowledge,Self control,-0.0,argeeableness
Behavioral Content Knowledge,Type A,-0.0,argeeableness
Behavioral Content Knowledge,Achievement via Independence,-0.0,argeeableness
Behavioral Content Knowledge,Rugged individualism,-0.0,argeeableness
Business Knowledge,Agreeableness,-0.0,argeeableness
Business Knowledge,Compassion,,argeeableness
Business Knowledge,Politeness,-0.0,argeeableness
Business Knowledge,Tender Mindedness,-0.0,argeeableness
Business Knowledge,Nurturance,-0.0,argeeableness
Business Knowledge,Cooperation,-0.0,argeeableness
Business Knowledge,Lack of aggression,-0.0,argeeableness
Business Knowledge,Modesty,-0.0,argeeableness
Business Knowledge,Non manipulative,-0.0,argeeableness
Business Knowledge,Warmth,-0.0,argeeableness
Business Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Business Knowledge,Customer service,-0.0,argeeableness
Business Knowledge,Trust,-0.0,argeeableness
Business Knowledge,Machiavellianism,-0.0,argeeableness
Business Knowledge,Self monitoring,-0.0,argeeableness
Business Knowledge,Conscientiousness,-0.0,argeeableness
Business Knowledge,Industriousness,,argeeableness
Business Knowledge,Orderliness,-0.0,argeeableness
Business Knowledge,Achievement,-0.0,argeeableness
Business Knowledge,Persistence,-0.0,argeeableness
Business Knowledge,Dependability,-0.0,argeeableness
Business Knowledge,Cautiousness,-0.469041575982343,argeeableness
Business Knowledge,Orderliness,,argeeableness
Business Knowledge,Procrastination avoidness,-0.0,argeeableness
Business Knowledge,Routine seeking,-0.0,argeeableness
Business Knowledge,Cold efficiency,-0.0,argeeableness
Business Knowledge,Judging-Perceiving,-0.0,argeeableness
Business Knowledge,Self control,-0.0,argeeableness
Business Knowledge,Type A,-0.0,argeeableness
Business Knowledge,Achievement via Independence,-0.0,argeeableness
Business Knowledge,Rugged individualism,-0.0,argeeableness
Occupational,Agreeableness,,argeeableness
Occupational,Compassion,-0.0,argeeableness
Occupational,Politeness,-0.0,argeeableness
Occupational,Tender Mindedness,-0.7874007874011811,argeeableness
Occupational,Nurturance,-0.0,argeeableness
Occupational,Cooperation,,argeeableness
Occupational,Lack of aggression,,argeeableness
Occupational,Modesty,-0.1,argeeableness
Occupational,Non manipulative,,argeeableness
Occupational,Warmth,-0.282842712474619,argeeableness
Occupational,Interpersonal sensitivity,-0.0,argeeableness
Occupational,Customer service,,argeeableness
Occupational,Trust,,argeeableness
Occupational,Machiavellianism,-0.0,argeeableness
Occupational,Self monitoring,-0.0,argeeableness
Occupational,Conscientiousness,,argeeableness
Occupational,Industriousness,-0.1414213562373095,argeeableness
Occupational,Orderliness,-0.0,argeeableness
Occupational,Achievement,,argeeableness
Occupational,Persistence,-0.0,argeeableness
Occupational,Dependability,-0.0,argeeableness
Occupational,Cautiousness,-0.0,argeeableness
Occupational,Orderliness,-0.0,argeeableness
Occupational,Procrastination avoidness,-0.0,argeeableness
Occupational,Routine seeking,-0.0,argeeableness
Occupational,Cold efficiency,-0.0,argeeableness
Occupational,Judging-Perceiving,-0.0,argeeableness
Occupational,Self control,,argeeableness
Occupational,Type A,,argeeableness
Occupational,Achievement via Independence,-0.0,argeeableness
Occupational,Rugged individualism,-0.0,argeeableness
Military & Police,Agreeableness,-0.282842712474619,argeeableness
Military & Police,Compassion,-0.0,argeeableness
Military & Police,Politeness,,argeeableness
Military & Police,Tender Mindedness,-0.4,argeeableness
Military & Police,Nurturance,,argeeableness
Military & Police,Cooperation,,argeeableness
Military & Police,Lack of aggression,-0.0,argeeableness
Military & Police,Modesty,,argeeableness
Military & Police,Non manipulative,,argeeableness
Military & Police,Warmth,,argeeableness
Military & Police,Interpersonal sensitivity,-0.0,argeeableness
Military & Police,Customer service,-0.0,argeeableness
Military & Police,Trust,,argeeableness
Military & Police,Machiavellianism,-0.5567764362830022,argeeableness
Military & Police,Self monitoring,-0.0,argeeableness
Military & Police,Conscientiousness,,argeeableness
Military & Police,Industriousness,,argeeableness
Military & Police,Orderliness,,argeeableness
Military & Police,Achievement,,argeeableness
Military & Police,Persistence,-0.0,argeeableness
Military & Police,Dependability,,argeeableness
Military & Police,Cautiousness,,argeeableness
Military & Police,Orderliness,,argeeableness
Military & Police,Procrastination avoidness,-0.0,argeeableness
Military & Police,Routine seeking,-0.0,argeeableness
Military & Police,Cold efficiency,-0.0,argeeableness
Military & Police,Judging-Perceiving,-0.0,argeeableness
Military & Police,Self control,-0.0,argeeableness
Military & Police,Type A,-0.0,argeeableness
Military & Police,Achievement via Independence,-0.0,argeeableness
Military & Police,Rugged individualism,-0.0,argeeableness
Realistic Knowledge,Agreeableness,,argeeableness
Realistic Knowledge,Compassion,,argeeableness
Realistic Knowledge,Politeness,,argeeableness
Realistic Knowledge,Tender Mindedness,-0.0,argeeableness
Realistic Knowledge,Nurturance,,argeeableness
Realistic Knowledge,Cooperation,-0.0,argeeableness
Realistic Knowledge,Lack of aggression,-0.0,argeeableness
Realistic Knowledge,Modesty,-0.0,argeeableness
Realistic Knowledge,Non manipulative,-0.0,argeeableness
Realistic Knowledge,Warmth,,argeeableness
Realistic Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Realistic Knowledge,Customer service,-0.0,argeeableness
Realistic Knowledge,Trust,-0.0,argeeableness
Realistic Knowledge,Machiavellianism,-0.36055512754639896,argeeableness
Realistic Knowledge,Self monitoring,-0.0,argeeableness
Realistic Knowledge,Conscientiousness,,argeeableness
Realistic Knowledge,Industriousness,,argeeableness
Realistic Knowledge,Orderliness,-0.1,argeeableness
Realistic Knowledge,Achievement,,argeeableness
Realistic Knowledge,Persistence,-0.0,argeeableness
Realistic Knowledge,Dependability,,argeeableness
Realistic Knowledge,Cautiousness,-0.34641016151377546,argeeableness
Realistic Knowledge,Orderliness,,argeeableness
Realistic Knowledge,Procrastination avoidness,-0.0,argeeableness
Realistic Knowledge,Routine seeking,-0.0,argeeableness
Realistic Knowledge,Cold efficiency,-0.0,argeeableness
Realistic Knowledge,Judging-Perceiving,-0.0,argeeableness
Realistic Knowledge,Self control,-0.0,argeeableness
Realistic Knowledge,Type A,-0.0,argeeableness
Realistic Knowledge,Achievement via Independence,-0.0,argeeableness
Realistic Knowledge,Rugged individualism,-0.0,argeeableness
General Science Knowledge,Agreeableness,-0.5385164807134504,argeeableness
General Science Knowledge,Compassion,-0.0,argeeableness
General Science Knowledge,Politeness,-0.5830951894845301,argeeableness
General Science Knowledge,Tender Mindedness,-0.0,argeeableness
General Science Knowledge,Nurturance,-0.5567764362830022,argeeableness
General Science Knowledge,Cooperation,-0.282842712474619,argeeableness
General Science Knowledge,Lack of aggression,-0.0,argeeableness
General Science Knowledge,Modesty,-0.0,argeeableness
General Science Knowledge,Non manipulative,,argeeableness
General Science Knowledge,Warmth,-0.5744562646538028,argeeableness
General Science Knowledge,Interpersonal sensitivity,-0.0,argeeableness
General Science Knowledge,Customer service,-0.0,argeeableness
General Science Knowledge,Trust,,argeeableness
General Science Knowledge,Machiavellianism,,argeeableness
General Science Knowledge,Self monitoring,-0.0,argeeableness
General Science Knowledge,Conscientiousness,-0.5744562646538028,argeeableness
General Science Knowledge,Industriousness,-0.4898979485566356,argeeableness
General Science Knowledge,Orderliness,-0.6855654600401044,argeeableness
General Science Knowledge,Achievement,-0.0,argeeableness
General Science Knowledge,Persistence,-0.0,argeeableness
General Science Knowledge,Dependability,-0.0,argeeableness
General Science Knowledge,Cautiousness,-0.0,argeeableness
General Science Knowledge,Orderliness,-0.0,argeeableness
General Science Knowledge,Procrastination avoidness,,argeeableness
General Science Knowledge,Routine seeking,-0.0,argeeableness
General Science Knowledge,Cold efficiency,-0.0,argeeableness
General Science Knowledge,Judging-Perceiving,-0.0,argeeableness
General Science Knowledge,Self control,-0.0,argeeableness
General Science Knowledge,Type A,-0.0,argeeableness
General Science Knowledge,Achievement via Independence,-0.0,argeeableness
General Science Knowledge,Rugged individualism,,argeeableness
Life Sciences Knowledge,Agreeableness,,argeeableness
Life Sciences Knowledge,Compassion,,argeeableness
Life Sciences Knowledge,Politeness,-0.0,argeeableness
Life Sciences Knowledge,Tender Mindedness,-0.34641016151377546,argeeableness
Life Sciences Knowledge,Nurturance,-0.7549834435270749,argeeableness
Life Sciences Knowledge,Cooperation,,argeeableness
Life Sciences Knowledge,Lack of aggression,-0.0,argeeableness
Life Sciences Knowledge,Modesty,-0.17320508075688773,argeeableness
Life Sciences Knowledge,Non manipulative,-0.4242640687119285,argeeableness
Life Sciences Knowledge,Warmth,-0.37416573867739417,argeeableness
Life Sciences Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Life Sciences Knowledge,Customer service,-0.0,argeeableness
Life Sciences Knowledge,Trust,-0.0,argeeableness
Life Sciences Knowledge,Machiavellianism,-0.0,argeeableness
Life Sciences Knowledge,Self monitoring,-0.0,argeeableness
Life Sciences Knowledge,Conscientiousness,,argeeableness
Life Sciences Knowledge,Industriousness,,argeeableness
Life Sciences Knowledge,Orderliness,,argeeableness
Life Sciences Knowledge,Achievement,-0.6244997998398398,argeeableness
Life Sciences Knowledge,Persistence,-0.0,argeeableness
Life Sciences Knowledge,Dependability,-0.648074069840786,argeeableness
Life Sciences Knowledge,Cautiousness,-0.36055512754639896,argeeableness
Life Sciences Knowledge,Orderliness,,argeeableness
Life Sciences Knowledge,Procrastination avoidness,-0.0,argeeableness
Life Sciences Knowledge,Routine seeking,-0.0,argeeableness
Life Sciences Knowledge,Cold efficiency,-0.0,argeeableness
Life Sciences Knowledge,Judging-Perceiving,-0.0,argeeableness
Life Sciences Knowledge,Self control,-0.0,argeeableness
Life Sciences Knowledge,Type A,,argeeableness
Life Sciences Knowledge,Achievement via Independence,-0.0,argeeableness
Life Sciences Knowledge,Rugged individualism,-0.0,argeeableness
Mechanical Knowledge,Agreeableness,-0.0,argeeableness
Mechanical Knowledge,Compassion,,argeeableness
Mechanical Knowledge,Politeness,-0.0,argeeableness
Mechanical Knowledge,Tender Mindedness,-0.0,argeeableness
Mechanical Knowledge,Nurturance,-0.0,argeeableness
Mechanical Knowledge,Cooperation,,argeeableness
Mechanical Knowledge,Lack of aggression,-0.0,argeeableness
Mechanical Knowledge,Modesty,-0.0,argeeableness
Mechanical Knowledge,Non manipulative,-0.1414213562373095,argeeableness
Mechanical Knowledge,Warmth,-0.22360679774997896,argeeableness
Mechanical Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Mechanical Knowledge,Customer service,-0.0,argeeableness
Mechanical Knowledge,Trust,-0.1414213562373095,argeeableness
Mechanical Knowledge,Machiavellianism,-0.2449489742783178,argeeableness
Mechanical Knowledge,Self monitoring,-0.0,argeeableness
Mechanical Knowledge,Conscientiousness,-0.5196152422706632,argeeableness
Mechanical Knowledge,Industriousness,,argeeableness
Mechanical Knowledge,Orderliness,-0.0,argeeableness
Mechanical Knowledge,Achievement,-0.36055512754639896,argeeableness
Mechanical Knowledge,Persistence,-0.0,argeeableness
Mechanical Knowledge,Dependability,,argeeableness
Mechanical Knowledge,Cautiousness,-0.282842712474619,argeeableness
Mechanical Knowledge,Orderliness,,argeeableness
Mechanical Knowledge,Procrastination avoidness,-0.0,argeeableness
Mechanical Knowledge,Routine seeking,-0.0,argeeableness
Mechanical Knowledge,Cold efficiency,-0.0,argeeableness
Mechanical Knowledge,Judging-Perceiving,-0.4242640687119285,argeeableness
Mechanical Knowledge,Self control,-0.0,argeeableness
Mechanical Knowledge,Type A,-0.0,argeeableness
Mechanical Knowledge,Achievement via Independence,-0.0,argeeableness
Mechanical Knowledge,Rugged individualism,,argeeableness
Natural Sciences Knowledge,Agreeableness,-0.2,argeeableness
Natural Sciences Knowledge,Compassion,-0.0,argeeableness
Natural Sciences Knowledge,Politeness,-0.0,argeeableness
Natural Sciences Knowledge,Tender Mindedness,-0.0,argeeableness
Natural Sciences Knowledge,Nurturance,-0.0,argeeableness
Natural Sciences Knowledge,Cooperation,-0.0,argeeableness
Natural Sciences Knowledge,Lack of aggression,-0.0,argeeableness
Natural Sciences Knowledge,Modesty,-0.0,argeeableness
Natural Sciences Knowledge,Non manipulative,,argeeableness
Natural Sciences Knowledge,Warmth,-0.5196152422706632,argeeableness
Natural Sciences Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Natural Sciences Knowledge,Customer service,-0.0,argeeableness
Natural Sciences Knowledge,Trust,,argeeableness
Natural Sciences Knowledge,Machiavellianism,-0.0,argeeableness
Natural Sciences Knowledge,Self monitoring,-0.0,argeeableness
Natural Sciences Knowledge,Conscientiousness,-0.36055512754639896,argeeableness
Natural Sciences Knowledge,Industriousness,,argeeableness
Natural Sciences Knowledge,Orderliness,,argeeableness
Natural Sciences Knowledge,Achievement,-0.0,argeeableness
Natural Sciences Knowledge,Persistence,-0.0,argeeableness
Natural Sciences Knowledge,Dependability,,argeeableness
Natural Sciences Knowledge,Cautiousness,-0.0,argeeableness
Natural Sciences Knowledge,Orderliness,-0.0,argeeableness
Natural Sciences Knowledge,Procrastination avoidness,-0.0,argeeableness
Natural Sciences Knowledge,Routine seeking,-0.7280109889280518,argeeableness
Natural Sciences Knowledge,Cold efficiency,-0.0,argeeableness
Natural Sciences Knowledge,Judging-Perceiving,-0.31622776601683794,argeeableness
Natural Sciences Knowledge,Self control,,argeeableness
Natural Sciences Knowledge,Type A,-0.0,argeeableness
Natural Sciences Knowledge,Achievement via Independence,,argeeableness
Natural Sciences Knowledge,Rugged individualism,,argeeableness
Physical Sciences Knowledge,Agreeableness,-0.31622776601683794,argeeableness
Physical Sciences Knowledge,Compassion,,argeeableness
Physical Sciences Knowledge,Politeness,-0.4242640687119285,argeeableness
Physical Sciences Knowledge,Tender Mindedness,-0.0,argeeableness
Physical Sciences Knowledge,Nurturance,-0.3872983346207417,argeeableness
Physical Sciences Knowledge,Cooperation,,argeeableness
Physical Sciences Knowledge,Lack of aggression,-0.0,argeeableness
Physical Sciences Knowledge,Modesty,-0.0,argeeableness
Physical Sciences Knowledge,Non manipulative,-0.0,argeeableness
Physical Sciences Knowledge,Warmth,-0.33166247903553997,argeeableness
Physical Sciences Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Physical Sciences Knowledge,Customer service,-0.0,argeeableness
Physical Sciences Knowledge,Trust,-0.0,argeeableness
Physical Sciences Knowledge,Machiavellianism,,argeeableness
Physical Sciences Knowledge,Self monitoring,-0.0,argeeableness
Physical Sciences Knowledge,Conscientiousness,-0.22360679774997896,argeeableness
Physical Sciences Knowledge,Industriousness,,argeeableness
Physical Sciences Knowledge,Orderliness,-0.33166247903553997,argeeableness
Physical Sciences Knowledge,Achievement,,argeeableness
Physical Sciences Knowledge,Persistence,-0.0,argeeableness
Physical Sciences Knowledge,Dependability,,argeeableness
Physical Sciences Knowledge,Cautiousness,-0.3,argeeableness
Physical Sciences Knowledge,Orderliness,,argeeableness
Physical Sciences Knowledge,Procrastination avoidness,-0.0,argeeableness
Physical Sciences Knowledge,Routine seeking,-0.0,argeeableness
Physical Sciences Knowledge,Cold efficiency,-0.0,argeeableness
Physical Sciences Knowledge,Judging-Perceiving,-0.7,argeeableness
Physical Sciences Knowledge,Self control,,argeeableness
Physical Sciences Knowledge,Type A,-0.0,argeeableness
Physical Sciences Knowledge,Achievement via Independence,-0.0,argeeableness
Physical Sciences Knowledge,Rugged individualism,-0.37416573867739417,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Agreeableness,-0.17320508075688773,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Compassion,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Politeness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Tender Mindedness,-0.31622776601683794,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Nurturance,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cooperation,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Lack of aggression,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Modesty,-0.2645751311064591,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Non manipulative,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Warmth,-0.17320508075688773,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Interpersonal sensitivity,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Customer service,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Trust,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Machiavellianism,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Self monitoring,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Conscientiousness,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Industriousness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Orderliness,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Achievement,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Persistence,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Dependability,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cautiousness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Orderliness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Procrastination avoidness,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Routine seeking,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Cold efficiency,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Judging-Perceiving,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Self control,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Type A,,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Achievement via Independence,-0.0,argeeableness
cd. (Nat. Sci. Knwl.& Phy. Sci. Knwl.),Rugged individualism,-0.0,argeeableness
Social Studies Knowledge,Agreeableness,-0.0,argeeableness
Social Studies Knowledge,Compassion,,argeeableness
Social Studies Knowledge,Politeness,,argeeableness
Social Studies Knowledge,Tender Mindedness,-0.5196152422706632,argeeableness
Social Studies Knowledge,Nurturance,,argeeableness
Social Studies Knowledge,Cooperation,,argeeableness
Social Studies Knowledge,Lack of aggression,-0.0,argeeableness
Social Studies Knowledge,Modesty,,argeeableness
Social Studies Knowledge,Non manipulative,,argeeableness
Social Studies Knowledge,Warmth,-0.3,argeeableness
Social Studies Knowledge,Interpersonal sensitivity,-0.0,argeeableness
Social Studies Knowledge,Customer service,-0.0,argeeableness
Social Studies Knowledge,Trust,,argeeableness
Social Studies Knowledge,Machiavellianism,-0.31622776601683794,argeeableness
Social Studies Knowledge,Self monitoring,-0.0,argeeableness
