ability,trait,value,table_name
Comprehension Knowledge,Orderliness,-0.05,argeeableness
Comprehension Knowledge,Achievement,0.03,argeeableness
Comprehension Knowledge,Persistence,0.14,argeeableness
Comprehension Knowledge,Dependability,0.24,argeeableness
Comprehension Knowledge,Cautiousness,-0.03,argeeableness
Comprehension Knowledge,Orderliness,0.25,argeeableness
Comprehension Knowledge,Procrastination avoidness,0.0,argeeableness
Comprehension Knowledge,Routine seeking,-0.07,argeeableness
Comprehension Knowledge,Cold efficiency,-0.16,argeeableness
Comprehension Knowledge,Judging-Perceiving,-0.53,argeeableness
Comprehension Knowledge,Self control,-0.1,argeeableness
Comprehension Knowledge,Type A,0.21,argeeableness
Comprehension Knowledge,Achievement via Independence,0.13,argeeableness
Comprehension Knowledge,Rugged individualism,0.1,argeeableness
General Verbal Information,Agreeableness,0.0,argeeableness
General Verbal Information,Compassion,0.29,argeeableness
General Verbal Information,Politeness,0.0,argeeableness
General Verbal Information,Tender Mindedness,0.05,argeeableness
General Verbal Information,Nurturance,0.06,argeeableness
General Verbal Information,Cooperation,0.0,argeeableness
General Verbal Information,Lack of aggression,0.03,argeeableness
General Verbal Information,Modesty,0.0,argeeableness
General Verbal Information,Non manipulative,0.11,argeeableness
General Verbal Information,Warmth,-0.1,argeeableness
General Verbal Information,Interpersonal sensitivity,0.01,argeeableness
General Verbal Information,Customer service,0.0,argeeableness
General Verbal Information,Trust,0.1,argeeableness
General Verbal Information,Machiavellianism,0.0,argeeableness
General Verbal Information,Self monitoring,0.0,argeeableness
General Verbal Information,Conscientiousness,-0.02,argeeableness
General Verbal Information,Industriousness,0.41,argeeableness
General Verbal Information,Orderliness,-0.05,argeeableness
General Verbal Information,Achievement,0.03,argeeableness
General Verbal Information,Persistence,0.08,argeeableness
General Verbal Information,Dependability,0.05,argeeableness
General Verbal Information,Cautiousness,-0.19,argeeableness
General Verbal Information,Orderliness,0.19,argeeableness
General Verbal Information,Procrastination avoidness,0.0,argeeableness
General Verbal Information,Routine seeking,-0.23,argeeableness
General Verbal Information,Cold efficiency,0.0,argeeableness
General Verbal Information,Judging-Perceiving,0.05,argeeableness
General Verbal Information,Self control,-0.12,argeeableness
General Verbal Information,Type A,0.16,argeeableness
General Verbal Information,Achievement via Independence,0.09,argeeableness
General Verbal Information,Rugged individualism,0.33,argeeableness
Language Development,Agreeableness,-0.14,argeeableness
Language Development,Compassion,0.35,argeeableness
Language Development,Politeness,0.0,argeeableness
Language Development,Tender Mindedness,0.13,argeeableness
Language Development,Nurturance,0.0,argeeableness
Language Development,Cooperation,0.01,argeeableness
Language Development,Lack of aggression,0.0,argeeableness
Language Development,Modesty,0.0,argeeableness
Language Development,Non manipulative,0.02,argeeableness
Language Development,Warmth,0.06,argeeableness
Language Development,Interpersonal sensitivity,0.0,argeeableness
Language Development,Customer service,0.0,argeeableness
Language Development,Trust,0.0,argeeableness
Language Development,Machiavellianism,0.0,argeeableness
Language Development,Self monitoring,0.0,argeeableness
Language Development,Conscientiousness,-0.05,argeeableness
Language Development,Industriousness,0.32,argeeableness
Language Development,Orderliness,-0.22,argeeableness
Language Development,Achievement,0.48,argeeableness
Language Development,Persistence,0.0,argeeableness
Language Development,Dependability,0.08,argeeableness
Language Development,Cautiousness,-0.18,argeeableness
Language Development,Orderliness,0.25,argeeableness
Language Development,Procrastination avoidness,0.0,argeeableness
Language Development,Routine seeking,0.0,argeeableness
Language Development,Cold efficiency,0.0,argeeableness
Language Development,Judging-Perceiving,0.0,argeeableness
Language Development,Self control,0.0,argeeableness
Language Development,Type A,0.0,argeeableness
Language Development,Achievement via Independence,0.0,argeeableness
Language Development,Rugged individualism,0.01,argeeableness
Lexical Knowledge,Agreeableness,-0.05,argeeableness
Lexical Knowledge,Compassion,0.3,argeeableness
Lexical Knowledge,Politeness,-0.18,argeeableness
Lexical Knowledge,Tender Mindedness,-0.08,argeeableness
Lexical Knowledge,Nurturance,-0.12,argeeableness
Lexical Knowledge,Cooperation,0.03,argeeableness
Lexical Knowledge,Lack of aggression,0.07,argeeableness
Lexical Knowledge,Modesty,-0.14,argeeableness
Lexical Knowledge,Non manipulative,0.09,argeeableness
Lexical Knowledge,Warmth,-0.16,argeeableness
Lexical Knowledge,Interpersonal sensitivity,0.09,argeeableness
Lexical Knowledge,Customer service,0.0,argeeableness
Lexical Knowledge,Trust,0.04,argeeableness
Lexical Knowledge,Machiavellianism,0.08,argeeableness
Lexical Knowledge,Self monitoring,0.0,argeeableness
Lexical Knowledge,Conscientiousness,-0.09,argeeableness
Lexical Knowledge,Industriousness,0.27,argeeableness
Lexical Knowledge,Orderliness,-0.24,argeeableness
Lexical Knowledge,Achievement,0.02,argeeableness
Lexical Knowledge,Persistence,0.02,argeeableness
Lexical Knowledge,Dependability,0.1,argeeableness
Lexical Knowledge,Cautiousness,-0.16,argeeableness
Lexical Knowledge,Orderliness,0.18,argeeableness
Lexical Knowledge,Procrastination avoidness,-0.02,argeeableness
Lexical Knowledge,Routine seeking,-0.36,argeeableness
Lexical Knowledge,Cold efficiency,-0.47,argeeableness
Lexical Knowledge,Judging-Perceiving,-0.07,argeeableness
Lexical Knowledge,Self control,0.0,argeeableness
Lexical Knowledge,Type A,-0.15,argeeableness
Lexical Knowledge,Achievement via Independence,0.51,argeeableness
Lexical Knowledge,Rugged individualism,0.17,argeeableness
Listening Ability,Agreeableness,-0.06,argeeableness
Listening Ability,Compassion,0.0,argeeableness
Listening Ability,Politeness,0.0,argeeableness
Listening Ability,Tender Mindedness,0.0,argeeableness
Listening Ability,Nurturance,0.0,argeeableness
Listening Ability,Cooperation,0.0,argeeableness
Listening Ability,Lack of aggression,0.0,argeeableness
Listening Ability,Modesty,0.0,argeeableness
Listening Ability,Non manipulative,0.0,argeeableness
Listening Ability,Warmth,0.0,argeeableness
Listening Ability,Interpersonal sensitivity,0.01,argeeableness
Listening Ability,Customer service,0.0,argeeableness
Listening Ability,Trust,0.0,argeeableness
Listening Ability,Machiavellianism,0.0,argeeableness
Listening Ability,Self monitoring,0.0,argeeableness
Listening Ability,Conscientiousness,0.22,argeeableness
Listening Ability,Industriousness,0.16,argeeableness
Listening Ability,Orderliness,0.0,argeeableness
Listening Ability,Achievement,0.17,argeeableness
Listening Ability,Persistence,0.0,argeeableness
Listening Ability,Dependability,0.19,argeeableness
Listening Ability,Cautiousness,0.13,argeeableness
Listening Ability,Orderliness,0.0,argeeableness
Listening Ability,Procrastination avoidness,0.0,argeeableness
Listening Ability,Routine seeking,0.0,argeeableness
Listening Ability,Cold efficiency,0.0,argeeableness
Listening Ability,Judging-Perceiving,-0.12,argeeableness
Listening Ability,Self control,0.0,argeeableness
Listening Ability,Type A,0.0,argeeableness
Listening Ability,Achievement via Independence,0.0,argeeableness
Listening Ability,Rugged individualism,0.45,argeeableness
Domain Specific Knowledge,Agreeableness,-0.05,argeeableness
Domain Specific Knowledge,Compassion,0.29,argeeableness
Domain Specific Knowledge,Politeness,0.11,argeeableness
Domain Specific Knowledge,Tender Mindedness,0.0,argeeableness
Domain Specific Knowledge,Nurturance,0.07,argeeableness
Domain Specific Knowledge,Cooperation,0.0,argeeableness
Domain Specific Knowledge,Lack of aggression,0.0,argeeableness
Domain Specific Knowledge,Modesty,0.0,argeeableness
Domain Specific Knowledge,Non manipulative,0.0,argeeableness
Domain Specific Knowledge,Warmth,-0.11,argeeableness
Domain Specific Knowledge,Interpersonal sensitivity,0.0,argeeableness
Domain Specific Knowledge,Customer service,0.0,argeeableness
Domain Specific Knowledge,Trust,0.0,argeeableness
Domain Specific Knowledge,Machiavellianism,-0.12,argeeableness
Domain Specific Knowledge,Self monitoring,0.0,argeeableness
Domain Specific Knowledge,Conscientiousness,0.0,argeeableness
Domain Specific Knowledge,Industriousness,0.36,argeeableness
Domain Specific Knowledge,Orderliness,0.11,argeeableness
Domain Specific Knowledge,Achievement,0.19,argeeableness
Domain Specific Knowledge,Persistence,0.0,argeeableness
Domain Specific Knowledge,Dependability,0.33,argeeableness
Domain Specific Knowledge,Cautiousness,-0.19,argeeableness
Domain Specific Knowledge,Orderliness,0.19,argeeableness
Domain Specific Knowledge,Procrastination avoidness,0.0,argeeableness
Domain Specific Knowledge,Routine seeking,0.0,argeeableness
Domain Specific Knowledge,Cold efficiency,0.0,argeeableness
Domain Specific Knowledge,Judging-Perceiving,0.0,argeeableness
Domain Specific Knowledge,Self control,0.0,argeeableness
Domain Specific Knowledge,Type A,0.0,argeeableness
Domain Specific Knowledge,Achievement via Independence,0.0,argeeableness
Domain Specific Knowledge,Rugged individualism,0.0,argeeableness
Foreign Language Proficiency,Agreeableness,0.04,argeeableness
Foreign Language Proficiency,Compassion,0.0,argeeableness
Foreign Language Proficiency,Politeness,0.0,argeeableness
Foreign Language Proficiency,Tender Mindedness,0.0,argeeableness
Foreign Language Proficiency,Nurturance,0.0,argeeableness
Foreign Language Proficiency,Cooperation,0.0,argeeableness
Foreign Language Proficiency,Lack of aggression,0.0,argeeableness
Foreign Language Proficiency,Modesty,-0.23,argeeableness
Foreign Language Proficiency,Non manipulative,0.0,argeeableness
Foreign Language Proficiency,Warmth,0.09,argeeableness
Foreign Language Proficiency,Interpersonal sensitivity,0.0,argeeableness
Foreign Language Proficiency,Customer service,0.0,argeeableness
Foreign Language Proficiency,Trust,0.0,argeeableness
Foreign Language Proficiency,Machiavellianism,0.0,argeeableness
Foreign Language Proficiency,Self monitoring,0.0,argeeableness
Foreign Language Proficiency,Conscientiousness,0.49,argeeableness
Foreign Language Proficiency,Industriousness,0.19,argeeableness
Foreign Language Proficiency,Orderliness,0.05,argeeableness
Foreign Language Proficiency,Achievement,0.16,argeeableness
Foreign Language Proficiency,Persistence,0.0,argeeableness
Foreign Language Proficiency,Dependability,0.22,argeeableness
Foreign Language Proficiency,Cautiousness,0.15,argeeableness
Foreign Language Proficiency,Orderliness,0.16,argeeableness
Foreign Language Proficiency,Procrastination avoidness,0.0,argeeableness
Foreign Language Proficiency,Routine seeking,0.0,argeeableness
Foreign Language Proficiency,Cold efficiency,0.0,argeeableness
Foreign Language Proficiency,Judging-Perceiving,-0.02,argeeableness
Foreign Language Proficiency,Self control,0.0,argeeableness
Foreign Language Proficiency,Type A,0.0,argeeableness
Foreign Language Proficiency,Achievement via Independence,0.0,argeeableness
Foreign Language Proficiency,Rugged individualism,0.0,argeeableness
Arts and Humanities,Agreeableness,-0.21,argeeableness
Arts and Humanities,Compassion,0.5,argeeableness
Arts and Humanities,Politeness,0.0,argeeableness
Arts and Humanities,Tender Mindedness,0.0,argeeableness
Arts and Humanities,Nurturance,0.0,argeeableness
Arts and Humanities,Cooperation,0.0,argeeableness
Arts and Humanities,Lack of aggression,0.0,argeeableness
Arts and Humanities,Modesty,0.0,argeeableness
Arts and Humanities,Non manipulative,-0.04,argeeableness
Arts and Humanities,Warmth,0.03,argeeableness
Arts and Humanities,Interpersonal sensitivity,0.0,argeeableness
Arts and Humanities,Customer service,0.0,argeeableness
Arts and Humanities,Trust,0.0,argeeableness
Arts and Humanities,Machiavellianism,0.0,argeeableness
Arts and Humanities,Self monitoring,0.0,argeeableness
Arts and Humanities,Conscientiousness,0.44,argeeableness
Arts and Humanities,Industriousness,0.41,argeeableness
Arts and Humanities,Orderliness,0.08,argeeableness
Arts and Humanities,Achievement,0.0,argeeableness
Arts and Humanities,Persistence,0.0,argeeableness
Arts and Humanities,Dependability,0.0,argeeableness
Arts and Humanities,Cautiousness,-0.25,argeeableness
Arts and Humanities,Orderliness,0.27,argeeableness
Arts and Humanities,Procrastination avoidness,0.0,argeeableness
Arts and Humanities,Routine seeking,0.0,argeeableness
Arts and Humanities,Cold efficiency,0.0,argeeableness
Arts and Humanities,Judging-Perceiving,0.0,argeeableness
Arts and Humanities,Self control,0.0,argeeableness
Arts and Humanities,Type A,0.0,argeeableness
Arts and Humanities,Achievement via Independence,0.0,argeeableness
Arts and Humanities,Rugged individualism,0.0,argeeableness
Behavioral Content Knowledge,Agreeableness,0.11,argeeableness
Behavioral Content Knowledge,Compassion,0.0,argeeableness
Behavioral Content Knowledge,Politeness,0.31,argeeableness
Behavioral Content Knowledge,Tender Mindedness,0.0,argeeableness
Behavioral Content Knowledge,Nurturance,0.02,argeeableness
Behavioral Content Knowledge,Cooperation,0.0,argeeableness
Behavioral Content Knowledge,Lack of aggression,0.0,argeeableness
Behavioral Content Knowledge,Modesty,0.0,argeeableness
Behavioral Content Knowledge,Non manipulative,0.0,argeeableness
Behavioral Content Knowledge,Warmth,0.0,argeeableness
Behavioral Content Knowledge,Interpersonal sensitivity,0.24,argeeableness
Behavioral Content Knowledge,Customer service,0.0,argeeableness
Behavioral Content Knowledge,Trust,0.0,argeeableness
Behavioral Content Knowledge,Machiavellianism,0.0,argeeableness
Behavioral Content Knowledge,Self monitoring,0.0,argeeableness
Behavioral Content Knowledge,Conscientiousness,0.19,argeeableness
Behavioral Content Knowledge,Industriousness,0.0,argeeableness
Behavioral Content Knowledge,Orderliness,0.02,argeeableness
Behavioral Content Knowledge,Achievement,-0.05,argeeableness
Behavioral Content Knowledge,Persistence,0.1,argeeableness
Behavioral Content Knowledge,Dependability,0.0,argeeableness
Behavioral Content Knowledge,Cautiousness,0.0,argeeableness
Behavioral Content Knowledge,Orderliness,0.0,argeeableness
Behavioral Content Knowledge,Procrastination avoidness,0.0,argeeableness
Behavioral Content Knowledge,Routine seeking,0.0,argeeableness
Behavioral Content Knowledge,Cold efficiency,0.0,argeeableness
Behavioral Content Knowledge,Judging-Perceiving,0.0,argeeableness
Behavioral Content Knowledge,Self control,0.0,argeeableness
Behavioral Content Knowledge,Type A,0.0,argeeableness
Behavioral Content Knowledge,Achievement via Independence,0.0,argeeableness
Behavioral Content Knowledge,Rugged individualism,0.0,argeeableness
Business Knowledge,Agreeableness,0.0,argeeableness
Business Knowledge,Compassion,0.32,argeeableness
Business Knowledge,Politeness,0.0,argeeableness
Business Knowledge,Tender Mindedness,0.0,argeeableness
Business Knowledge,Nurturance,0.0,argeeableness
Business Knowledge,Cooperation,0.0,argeeableness
Business Knowledge,Lack of aggression,0.0,argeeableness
Business Knowledge,Modesty,0.0,argeeableness
Business Knowledge,Non manipulative,0.0,argeeableness
Business Knowledge,Warmth,0.0,argeeableness
Business Knowledge,Interpersonal sensitivity,0.0,argeeableness
Business Knowledge,Customer service,0.0,argeeableness
Business Knowledge,Trust,0.0,argeeableness
Business Knowledge,Machiavellianism,0.0,argeeableness
Business Knowledge,Self monitoring,0.0,argeeableness
Business Knowledge,Conscientiousness,0.0,argeeableness
Business Knowledge,Industriousness,0.39,argeeableness
Business Knowledge,Orderliness,0.0,argeeableness
Business Knowledge,Achievement,0.0,argeeableness
Business Knowledge,Persistence,0.0,argeeableness
Business Knowledge,Dependability,0.0,argeeableness
Business Knowledge,Cautiousness,-0.22,argeeableness
Business Knowledge,Orderliness,0.19,argeeableness
Business Knowledge,Procrastination avoidness,0.0,argeeableness
Business Knowledge,Routine seeking,0.0,argeeableness
Business Knowledge,Cold efficiency,0.0,argeeableness
Business Knowledge,Judging-Perceiving,0.0,argeeableness
Business Knowledge,Self control,0.0,argeeableness
Business Knowledge,Type A,0.0,argeeableness
Business Knowledge,Achievement via Independence,0.0,argeeableness
Business Knowledge,Rugged individualism,0.0,argeeableness
Occupational,Agreeableness,0.03,argeeableness
Occupational,Compassion,0.0,argeeableness
Occupational,Politeness,0.0,argeeableness
Occupational,Tender Mindedness,-0.62,argeeableness
Occupational,Nurturance,0.0,argeeableness
Occupational,Cooperation,0.0,argeeableness
Occupational,Lack of aggression,0.1,argeeableness
Occupational,Modesty,-0.01,argeeableness
Occupational,Non manipulative,0.01,argeeableness
Occupational,Warmth,-0.08,argeeableness
Occupational,Interpersonal sensitivity,0.0,argeeableness
Occupational,Customer service,0.02,argeeableness
Occupational,Trust,0.04,argeeableness
Occupational,Machiavellianism,0.0,argeeableness
Occupational,Self monitoring,0.0,argeeableness
Occupational,Conscientiousness,0.09,argeeableness
Occupational,Industriousness,-0.02,argeeableness
Occupational,Orderliness,-0.0,argeeableness
Occupational,Achievement,0.11,argeeableness
Occupational,Persistence,0.0,argeeableness
Occupational,Dependability,0.0,argeeableness
Occupational,Cautiousness,0.0,argeeableness
Occupational,Orderliness,0.0,argeeableness
Occupational,Procrastination avoidness,0.0,argeeableness
Occupational,Routine seeking,0.0,argeeableness
Occupational,Cold efficiency,0.0,argeeableness
Occupational,Judging-Perceiving,0.0,argeeableness
Occupational,Self control,0.1,argeeableness
Occupational,Type A,0.01,argeeableness
Occupational,Achievement via Independence,0.0,argeeableness
Occupational,Rugged individualism,0.0,argeeableness
Military & Police,Agreeableness,-0.08,argeeableness
Military & Police,Compassion,0.0,argeeableness
Military & Police,Politeness,0.18,argeeableness
Military & Police,Tender Mindedness,-0.16,argeeableness
Military & Police,Nurturance,0.08,argeeableness
Military & Police,Cooperation,0.25,argeeableness
Military & Police,Lack of aggression,0.0,argeeableness
Military & Police,Modesty,0.06,argeeableness
Military & Police,Non manipulative,0.05,argeeableness
Military & Police,Warmth,0.14,argeeableness
Military & Police,Interpersonal sensitivity,0.0,argeeableness
Military & Police,Customer service,0.0,argeeableness
Military & Police,Trust,0.8,argeeableness
Military & Police,Machiavellianism,-0.31,argeeableness
Military & Police,Self monitoring,0.0,argeeableness
Military & Police,Conscientiousness,0.07,argeeableness
Military & Police,Industriousness,0.02,argeeableness
Military & Police,Orderliness,0.21,argeeableness
Military & Police,Achievement,0.17,argeeableness
Military & Police,Persistence,0.0,argeeableness
Military & Police,Dependability,0.19,argeeableness
Military & Police,Cautiousness,0.15,argeeableness
Military & Police,Orderliness,0.07,argeeableness
Military & Police,Procrastination avoidness,0.0,argeeableness
Military & Police,Routine seeking,0.0,argeeableness
Military & Police,Cold efficiency,0.0,argeeableness
Military & Police,Judging-Perceiving,0.0,argeeableness
Military & Police,Self control,0.0,argeeableness
Military & Police,Type A,0.0,argeeableness
Military & Police,Achievement via Independence,0.0,argeeableness
Military & Police,Rugged individualism,0.0,argeeableness
Realistic Knowledge,Agreeableness,0.01,argeeableness
Realistic Knowledge,Compassion,0.03,argeeableness
Realistic Knowledge,Politeness,0.03,argeeableness
Realistic Knowledge,Tender Mindedness,0.0,argeeableness
Realistic Knowledge,Nurturance,0.06,argeeableness
Realistic Knowledge,Cooperation,0.0,argeeableness
Realistic Knowledge,Lack of aggression,0.0,argeeableness
Realistic Knowledge,Modesty,0.0,argeeableness
Realistic Knowledge,Non manipulative,0.0,argeeableness
Realistic Knowledge,Warmth,0.19,argeeableness
Realistic Knowledge,Interpersonal sensitivity,0.0,argeeableness
Realistic Knowledge,Customer service,0.0,argeeableness
Realistic Knowledge,Trust,0.0,argeeableness
Realistic Knowledge,Machiavellianism,-0.13,argeeableness
Realistic Knowledge,Self monitoring,0.0,argeeableness
Realistic Knowledge,Conscientiousness,0.06,argeeableness
Realistic Knowledge,Industriousness,0.15,argeeableness
Realistic Knowledge,Orderliness,-0.01,argeeableness
Realistic Knowledge,Achievement,0.11,argeeableness
Realistic Knowledge,Persistence,0.0,argeeableness
Realistic Knowledge,Dependability,0.08,argeeableness
Realistic Knowledge,Cautiousness,-0.12,argeeableness
Realistic Knowledge,Orderliness,0.02,argeeableness
Realistic Knowledge,Procrastination avoidness,0.0,argeeableness
Realistic Knowledge,Routine seeking,0.0,argeeableness
Realistic Knowledge,Cold efficiency,0.0,argeeableness
Realistic Knowledge,Judging-Perceiving,0.0,argeeableness
Realistic Knowledge,Self control,0.0,argeeableness
Realistic Knowledge,Type A,0.0,argeeableness
Realistic Knowledge,Achievement via Independence,0.0,argeeableness
Realistic Knowledge,Rugged individualism,0.0,argeeableness
General Science Knowledge,Agreeableness,-0.29,argeeableness
General Science Knowledge,Compassion,0.0,argeeableness
General Science Knowledge,Politeness,-0.34,argeeableness
General Science Knowledge,Tender Mindedness,0.0,argeeableness
General Science Knowledge,Nurturance,-0.31,argeeableness
General Science Knowledge,Cooperation,-0.08,argeeableness
General Science Knowledge,Lack of aggression,0.0,argeeableness
General Science Knowledge,Modesty,0.0,argeeableness
General Science Knowledge,Non manipulative,0.07,argeeableness
General Science Knowledge,Warmth,-0.33,argeeableness
General Science Knowledge,Interpersonal sensitivity,0.0,argeeableness
General Science Knowledge,Customer service,0.0,argeeableness
General Science Knowledge,Trust,0.13,argeeableness
General Science Knowledge,Machiavellianism,0.33,argeeableness
General Science Knowledge,Self monitoring,0.0,argeeableness
General Science Knowledge,Conscientiousness,-0.33,argeeableness
General Science Knowledge,Industriousness,-0.24,argeeableness
General Science Knowledge,Orderliness,-0.47,argeeableness
General Science Knowledge,Achievement,0.0,argeeableness
General Science Knowledge,Persistence,0.0,argeeableness
General Science Knowledge,Dependability,0.0,argeeableness
General Science Knowledge,Cautiousness,0.0,argeeableness
General Science Knowledge,Orderliness,0.0,argeeableness
General Science Knowledge,Procrastination avoidness,0.92,argeeableness
General Science Knowledge,Routine seeking,0.0,argeeableness
General Science Knowledge,Cold efficiency,0.0,argeeableness
General Science Knowledge,Judging-Perceiving,0.0,argeeableness
General Science Knowledge,Self control,0.0,argeeableness
General Science Knowledge,Type A,0.0,argeeableness
General Science Knowledge,Achievement via Independence,0.0,argeeableness
General Science Knowledge,Rugged individualism,0.33,argeeableness
Life Sciences Knowledge,Agreeableness,0.2,argeeableness
Life Sciences Knowledge,Compassion,0.27,argeeableness
Life Sciences Knowledge,Politeness,0.0,argeeableness
Life Sciences Knowledge,Tender Mindedness,-0.12,argeeableness
Life Sciences Knowledge,Nurturance,-0.57,argeeableness
Life Sciences Knowledge,Cooperation,0.11,argeeableness
Life Sciences Knowledge,Lack of aggression,0.0,argeeableness
Life Sciences Knowledge,Modesty,-0.03,argeeableness
Life Sciences Knowledge,Non manipulative,-0.18,argeeableness
Life Sciences Knowledge,Warmth,-0.14,argeeableness
Life Sciences Knowledge,Interpersonal sensitivity,0.0,argeeableness
Life Sciences Knowledge,Customer service,0.0,argeeableness
Life Sciences Knowledge,Trust,0.0,argeeableness
Life Sciences Knowledge,Machiavellianism,0.0,argeeableness
Life Sciences Knowledge,Self monitoring,0.0,argeeableness
Life Sciences Knowledge,Conscientiousness,0.01,argeeableness
Life Sciences Knowledge,Industriousness,0.32,argeeableness
Life Sciences Knowledge,Orderliness,0.02,argeeableness
Life Sciences Knowledge,Achievement,-0.39,argeeableness
Life Sciences Knowledge,Persistence,0.0,argeeableness
Life Sciences Knowledge,Dependability,-0.42,argeeableness
Life Sciences Knowledge,Cautiousness,-0.13,argeeableness
Life Sciences Knowledge,Orderliness,0.16,argeeableness
Life Sciences Knowledge,Procrastination avoidness,0.0,argeeableness
Life Sciences Knowledge,Routine seeking,0.0,argeeableness
Life Sciences Knowledge,Cold efficiency,0.0,argeeableness
Life Sciences Knowledge,Judging-Perceiving,0.0,argeeableness
Life Sciences Knowledge,Self control,0.0,argeeableness
Life Sciences Knowledge,Type A,0.03,argeeableness
Life Sciences Knowledge,Achievement via Independence,0.0,argeeableness
Life Sciences Knowledge,Rugged individualism,0.0,argeeableness
Mechanical Knowledge,Agreeableness,0.0,argeeableness
Mechanical Knowledge,Compassion,0.03,argeeableness
Mechanical Knowledge,Politeness,0.0,argeeableness
Mechanical Knowledge,Tender Mindedness,0.0,argeeableness
Mechanical Knowledge,Nurturance,0.0,argeeableness
Mechanical Knowledge,Cooperation,0.02,argeeableness
Mechanical Knowledge,Lack of aggression,0.0,argeeableness
Mechanical Knowledge,Modesty,0.0,argeeableness
Mechanical Knowledge,Non manipulative,-0.02,argeeableness
Mechanical Knowledge,Warmth,-0.05,argeeableness
Mechanical Knowledge,Interpersonal sensitivity,0.0,argeeableness
Mechanical Knowledge,Customer service,0.0,argeeableness
Mechanical Knowledge,Trust,-0.02,argeeableness
Mechanical Knowledge,Machiavellianism,-0.06,argeeableness
Mechanical Knowledge,Self monitoring,0.0,argeeableness
Mechanical Knowledge,Conscientiousness,-0.27,argeeableness
Mechanical Knowledge,Industriousness,0.15,argeeableness
Mechanical Knowledge,Orderliness,-0.0,argeeableness
Mechanical Knowledge,Achievement,-0.13,argeeableness
Mechanical Knowledge,Persistence,0.0,argeeableness
Mechanical Knowledge,Dependability,0.05,argeeableness
Mechanical Knowledge,Cautiousness,-0.08,argeeableness
Mechanical Knowledge,Orderliness,0.02,argeeableness
Mechanical Knowledge,Procrastination avoidness,0.0,argeeableness
Mechanical Knowledge,Routine seeking,0.0,argeeableness
Mechanical Knowledge,Cold efficiency,0.0,argeeableness
Mechanical Knowledge,Judging-Perceiving,-0.18,argeeableness
Mechanical Knowledge,Self control,0.0,argeeableness
Mechanical Knowledge,Type A,0.0,argeeableness
Mechanical Knowledge,Achievement via Independence,0.0,argeeableness
Mechanical Knowledge,Rugged individualism,0.25,argeeableness
Natural Sciences Knowledge,Agreeableness,-0.04,argeeableness
Natural Sciences Knowledge,Compassion,0.0,argeeableness
Natural Sciences Knowledge,Politeness,0.0,argeeableness
Natural Sciences Knowledge,Tender Mindedness,0.0,argeeableness
Natural Sciences Knowledge,Nurturance,0.0,argeeableness
Natural Sciences Knowledge,Cooperation,0.0,argeeableness
Natural Sciences Knowledge,Lack of aggression,0.0,argeeableness
Natural Sciences Knowledge,Modesty,0.0,argeeableness
Natural Sciences Knowledge,Non manipulative,0.05,argeeableness
Natural Sciences Knowledge,Warmth,-0.27,argeeableness
Natural Sciences Knowledge,Interpersonal sensitivity,0.0,argeeableness
Natural Sciences Knowledge,Customer service,0.0,argeeableness
Natural Sciences Knowledge,Trust,0.04,argeeableness
Natural Sciences Knowledge,Machiavellianism,0.0,argeeableness
Natural Sciences Knowledge,Self monitoring,0.0,argeeableness
Natural Sciences Knowledge,Conscientiousness,-0.13,argeeableness
Natural Sciences Knowledge,Industriousness,0.17,argeeableness
Natural Sciences Knowledge,Orderliness,0.08,argeeableness
Natural Sciences Knowledge,Achievement,0.0,argeeableness
Natural Sciences Knowledge,Persistence,0.0,argeeableness
Natural Sciences Knowledge,Dependability,0.29,argeeableness
Natural Sciences Knowledge,Cautiousness,0.0,argeeableness
Natural Sciences Knowledge,Orderliness,0.0,argeeableness
Natural Sciences Knowledge,Procrastination avoidness,0.0,argeeableness
Natural Sciences Knowledge,Routine seeking,-0.53,argeeableness
Natural Sciences Knowledge,Cold efficiency,0.0,argeeableness
Natural Sciences Knowledge,Judging-Perceiving,-0.1,argeeableness
Natural Sciences Knowledge,Self control,0.04,argeeableness
Natural Sciences Knowledge,Type A,0.0,argeeableness
Natural Sciences Knowledge,Achievement via Independence,0.92,argeeableness
Natural Sciences Knowledge,Rugged individualism,0.24,argeeableness
Physical Sciences Knowledge,Agreeableness,-0.1,argeeableness
Physical Sciences Knowledge,Compassion,0.03,argeeableness
Physical Sciences Knowledge,Politeness,-0.18,argeeableness
Physical Sciences Knowledge,Tender Mindedness,0.0,argeeableness
Physical Sciences Knowledge,Nurturance,-0.15,argeeableness
Physical Sciences Knowledge,Cooperation,0.02,argeeableness
Physical Sciences Knowledge,Lack of aggression,0.0,argeeableness
Physical Sciences Knowledge,Modesty,0.0,argeeableness
Physical Sciences Knowledge,Non manipulative,0.0,argeeableness
Physical Sciences Knowledge,Warmth,-0.11,argeeableness
Physical Sciences Knowledge,Interpersonal sensitivity,0.0,argeeableness
Physical Sciences Knowledge,Customer service,0.0,argeeableness
Physical Sciences Knowledge,Trust,0.0,argeeableness
Physical Sciences Knowledge,Machiavellianism,0.13,argeeableness
Physical Sciences Knowledge,Self monitoring,0.0,argeeableness
Physical Sciences Knowledge,Conscientiousness,-0.05,argeeableness
Physical Sciences Knowledge,Industriousness,0.14,argeeableness
Physical Sciences Knowledge,Orderliness,-0.11,argeeableness
Physical Sciences Knowledge,Achievement,0.03,argeeableness
